87.09729567621235,88
32.1276914095005,83
218.8341282311869,90
227.6924426928249,110
320.75863431371636,92
450.2506112250722,99
133.00597583664464,100
394.2119400444901,86
165.49497298721968,97
304.0570892810219,104
360.3142418615655,88
236.43488402202382,108
312.2688082820485,88
316.92511978291697,104
295.0052690237101,107
555.0656089859045,117
168.06735176116345,101
206.59374776129928,120
388.42750420458316,105
99.49731815475735,114
85.69730822048226,105
114.39603059926536,97
173.41008683158836,89
194.13740197364086,94
194.3638702083643,92
31.719983690635583,79
525.7720828647122,112
96.5269773528873,109
291.02259943938697,100
259.28130999451804,108
409.3059924161885,103
166.86150722534654,96
333.3470803838651,101
427.54321969936285,109
408.35235900297386,118
277.50276121576115,110
149.4526201679913,98
268.39469967206884,107
302.17133957447174,101
82.2642528221268,94
236.76041883154247,111
366.0538960800369,103
272.6111289185284,107
60.37409958015881,104
175.13319103439684,104
97.22615848660344,79
170.88540799321817,114
150.7122310178923,91
235.7070210843172,104
157.26251033544304,108
351.4340400399768,109
185.7522615818191,107
82.53158209264585,89
150.57708334643948,105
285.45494423564344,118
82.75783531717202,119
305.1814878794451,109
196.68113796897143,104
347.2123306771577,111
431.92984857060355,119
74.45205737645342,102
178.78641284104444,108
321.6076916797963,85
130.95120299090925,101
272.86147418990936,97
325.45842267400946,122
213.3477306830229,97
126.60271826236666,99
27.339406427991968,71
120.65616724964225,95
446.20999919326886,108
64.11718746346347,93
232.84722423176038,115
207.13621659217804,113
288.650813840524,96
322.130302319296,102
96.90538078639568,102
144.31440964761325,109
221.33655226814216,119
180.59017647841907,99
389.14222233047093,95
160.23658719817004,108
346.035558863013,103
334.73117659699443,89
90.61081933779911,103
208.81418575403058,100
79.25330352862002,111
378.9059476948302,89
56.85486551458797,84
201.5398557563117,116
356.54733471483235,93
56.25790883527966,92
394.42816496783263,108
150.46719436618034,110
144.74552278753666,102
294.76886185524984,102
188.27904432165226,121
611.8920153718374,114
267.24484930608014,102
420.5791113081528,100
215.69847512167323,104
110.8380189727806,104
353.20477946697395,96
218.2416788313744,110
255.7001415633717,99
520.4837784200068,100
350.1414502064608,93
106.32653333922671,106
385.63234967475523,120
282.57127003858574,90
312.89814454312494,124
297.54254873675154,92
218.90678500564692,105
291.907231164778,98
130.59027581328155,119
140.07012063877536,97
394.6357239954409,104
269.8169399367094,100
298.7915271146959,107
315.06923803757894,103
214.46829537930185,117
415.92915883628314,83
112.5264431603092,95
246.4555386217974,95
433.05978325995966,107
161.15096987685342,99
333.5898416154517,96
144.80586601846713,117
177.37234426166452,115
218.64538700632227,121
437.9637686462181,103
216.33203247145343,111
388.5407793580231,104
162.65942049132445,102
529.0753327554695,109
181.83888545454005,90
132.61866711598,97
246.51850342424237,104
478.894976373909,105
178.99870050344418,100
160.90939451034492,100
411.9874958575452,105
53.71728299417214,82
281.74696154140526,104
284.9651499694002,91
365.1087051718593,109
174.3613489794533,91
151.42001803652764,94
272.53797607994306,118
406.9248055972809,89
110.65638163011636,95
478.2223728248004,98
374.68903026656915,118
285.1725962375199,105
138.78630818537516,109
190.21372348568113,100
166.55967151861967,91
359.3094984800283,108
413.2195017102849,109
444.2468901076741,91
18.983324757285185,78
383.09713235310585,106
629.561512237116,90
438.4695192088076,99
118.7209060867625,99
401.41976437524585,110
76.83745333009556,119
308.0481362747032,97
258.0899367955439,128
289.86834569679985,100
69.74618488687886,112
369.21008139329194,105
480.68384769340963,106
145.20479409723413,123
237.98828670248903,112
227.03049286686087,99
608.1837382222969,112
453.04477221346275,111
232.13127279581454,100
152.1969995635841,83
280.67659413779967,112
70.50794072428384,112
30.317855732503553,74
467.03425624215987,104
449.59133631017903,105
58.01121750402992,94
77.68071230400409,106
178.1355856344848,106
247.50868481309803,97
404.80106242474534,88
307.99281958720843,114
144.25151366824028,91
353.47413455758664,121
287.9751575208562,117
27.740575188412368,71
241.2889582891729,99
224.6178780297847,112
419.66044439941413,103
348.6989547637358,114
237.22436662616795,98
300.9072658467373,98
244.0943868289656,99
192.67628989657126,93
299.6872915963185,117
47.29888545316646,100
222.7284553731297,100
274.4075057184954,107
359.5036430911488,106
425.58616756881645,105
245.12060235059545,99
112.30789557749418,113
321.9369092218327,107
293.8097030057049,116
201.04309770096322,113
34.63252557971116,87
186.96931795861482,116
86.00523819517424,97
254.90149957662464,112
71.64591395801101,109
382.10628078218224,111
219.46132255830665,96
56.58465068066948,84
229.98361563184582,105
135.89295633703904,103
153.49075189431596,101
324.66854151888003,123
422.8800460338208,95
15.932958953321537,75
192.91621015155164,102
138.57915605156595,106
229.79710841096343,102
321.00501733171944,104
311.0150166950165,84
230.7386922822478,102
354.47463510102773,114
